RRN,Same as RRN,Male ID (parser),Scientific Name,Track Number,Start Time,BLANK,BLANK,Recordist ,BLANK,BLANK,BLANK,BLANK,Day,Month,Year,BLANK,BLANK,Country,State,County,BLANK,BLANK,City,Location,Latitude,Longitude,BLANK,#Song,# Males,#Females,Other species in the background,Notes,Parser's notes,Parser,Associated files
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JS-20120425-1001-M1,,M001,Carpodacus mexicanus,1001,,,,"Song, Jackie",,,,,25,April,2012,,,United States of America,California,Torrey Hills,,,San Diego,4802 Yearling Glen Rd,32.925398,-117.216905,,16,,,,flew to 11377 Pacific Shores Way,,"Roginek, Eric",SongJackie\JackieSong- California 2012\4-25-2012
JS-20120425-1004-M2,,M002,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,25,April,2012,,,United States of America,California,Torrey Hills,,,San Diego,Ocean Air Community Park,32.715738,-117.161084,,3,,,,,,"Roginek, Eric",
JS-20120425-1004-M3,,M003,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,25,April,2012,,,United States of America,California,Torrey Hills,,,San Diego,4833 Fairport Way,32.925697,-117.215839,,4,,,,near Nantucket Pkwy,,"Roginek, Eric",
JS-20120425-1004-M4,,M004,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,25,April,2012,,,United States of America,California,Torrey Hills,,,San Diego,4832 Nantucket Pkwy,32.926218,-117.215882,,5,,,,"on Fairport Way, might be the same as M3",,"Roginek, Eric",
JS-20120426-1001-M1,,M005,Carpodacus mexicanus,1001,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Medical Education and Telemedicine Building,32.875334,-117.234828,,8,,,,,,"Roginek, Eric",SongJackie\JackieSong- California 2012\4-26-2012
JS-20120426-1002-M2,,M006,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Medical Education and Telemedicine Building,32.875334,-117.234828,,5,,,,,,"Roginek, Eric",
JS-20120426-1005-M3,,M007,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Galbrath Hall,32.873801,-117.240975,,4,,,,Dance and Theater Building,,"Roginek, Eric",
JS-20120426-1005-M4,,M008,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Galbrath Hall,32.873801,-117.240975,,7,,,,Dance and Theater Building,,"Roginek, Eric",
JS-20120426-1006-M5,,M009,Carpodacus mexicanus,1006,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Argo Hall,32.874394,-117.241598,,23,,,,between Argo and Blake Hall,,"Roginek, Eric",
JS-20120426-1007-M6,,M010,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Argo Hall,32.874394,-117.241598,,3,,,,could be the same as M5,,"Roginek, Eric",
JS-20120426-1009-M7,,M011,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Recreational Gymnasium,32.715738,-117.161084,,2,,,,"Difficult to tell which bird between 7, 8 and 9",,"Roginek, Eric",
JS-20120426-1009-M8,,M012,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Recreational Gymnasium,32.715738,-117.161084,,5,,,,"Difficult to tell which bird between 7, 8 and 9",,"Roginek, Eric",
JS-20120426-1009-M9,,M013,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Recreational Gymnasium,32.715738,-117.161084,,3,,,,"Difficult to tell which bird between 7, 8 and 9",,"Roginek, Eric",
JS-20120426-1011-M11,,M014,Carpodacus mexicanus,1011,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Urey Hall,32.875563,-117.241064,,10,,,,,,"Roginek, Eric",
JS-20120426-1012-M11,JS-20120426-1011-M11,M014,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Urey Hall,32.875563,-117.241064,,6,,,,Believes it’s the same bird as M11,,"Roginek, Eric",
JS-20120426-1013-M12,,M015,Carpodacus mexicanus,1013,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,Argo Hall,32.874394,-117.241598,,23,,,,"between Argo and Blake Hall, same tree (possibly same bird[s]?) from Argo Hall and Blake Hall, scratch the original recording for this bird",,"Roginek, Eric",
JS-20120426-1015-M14,,M016,Carpodacus mexicanus,1015,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,1129 Colusa St,32.766676,-117.189989,,8,,,,,Jackie skipped naming M13,"Roginek, Eric",
JS-20120426-1016-M14,JS-20120426-1015-M14,M016,Carpodacus mexicanus,1016,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,1129 Colusa St,32.766676,-117.189989,,3,,,,"near Gaines St, same as previous bird",Several finches are singing in the background of this recording,"Roginek, Eric",
JS-20120426-1017-M15,,M017,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,1065 Fesno St,32.766048,-117.187231,,9,,,,near Friars St and a tennis court,,"Roginek, Eric",
JS-20120426-1020-M16,,M018,Carpodacus mexicanus,1020,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,5675 Gaines St,32.76598,-117.190203,,8,,,,,"Different bird than previous recording, but Jackie accidently gave it the same name (M16)","Roginek, Eric",
JS-20120426-1021-M17,,M019,Carpodacus mexicanus,1021,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,5675 Gaines St,32.76598,-117.190203,,11,,,,,,"Roginek, Eric",
JS-20120426-1022-M18,,M020,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,5555 Mildred St,32.767895,-117.192781,,7,,,,San Diego County Credit Union,,"Roginek, Eric",
JS-20120426-1023-M19,,M021,Carpodacus mexicanus,1023,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,UCSD Campus,,,San Diego,5555 Mildred St,32.767895,-117.192781,,7,,,,San Diego County Credit Union,,"Roginek, Eric",
JS-20120426-1024-M20,,M022,Carpodacus mexicanus,1024,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,Josephine St & Mildred St,32.768301,-117.191474,,2,,,,Church of Christ,,"Roginek, Eric",
JS-20120426-1025-M21,,M023,Carpodacus mexicanus,1025,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,5660 Mildred St,32.768526,-117.191191,,16,,,,near Colusa St,,"Roginek, Eric",
JS-20120426-1026-M22,,M024,Carpodacus mexicanus,1026,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,5678 Mildred St,32.76843,-117.190973,,1,,,,near Colusa St,Jackie and Andy are debating the specific location,"Roginek, Eric",
JS-20120426-1027-M1,,M025,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,1011 Anchorage Ln,32.719072,-117.229901,,4,,,,San Diego Yacht Club,,"Roginek, Eric",
JS-20120426-1027-M2,,M026,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,989 Scott St,32.719124,-117.231875,,3,,,,"M1 & M2 might be the same bird, cant tell",,"Roginek, Eric",
JS-20120426-1027-M3,,M027,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2905 Upshur St,32.720352,-117.231472,,4,,,,near Scott,,"Roginek, Eric",
JS-20120426-1028-M3,JS-20120426-1027-M3,M027,Carpodacus mexicanus,1028,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2905 Upshur St,32.720352,-117.231472,,3,,,,near Scott,,"Roginek, Eric",
JS-20120426-1029-M3a,,M028,Carpodacus mexicanus,1029,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,1001 Anchorage Ln,32.719191,-117.230787,,5,,,,parallel to Scott St,"Address recorded was unspecific, naming error - different bird than previous recording, named M3a to differentiate","Roginek, Eric",
JS-20120426-1030-M4,,M029,Carpodacus mexicanus,1030,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,1001 Anchorage Ln,32.719191,-117.230787,,9,,,,,,"Roginek, Eric",
JS-20120426-1033-M5,,M030,Carpodacus mexicanus,1033,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2806 Shelter Island Dr,32.721746,-117.229004,,1,,,,"Near Shafter St, Umi Sushi",,"Roginek, Eric",
JS-20120426-1033-M6,,M031,Carpodacus mexicanus,1033,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2818 Avenida De Portugal,32.721322,-117.229584,,7,,,,Portugese American Social and Civil Club,,"Roginek, Eric",
JS-20120426-1034-M6,JS-20120426-1033-M6,M031,Carpodacus mexicanus,1034,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2818 Avenida De Portugal,32.721322,-117.229584,,13,,,,Portugese American Social and Civil Club,,"Roginek, Eric",
JS-20120426-1035-M6,JS-20120426-1033-M6,M031,Carpodacus mexicanus,1035,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,2818 Avenida De Portugal,32.721322,-117.229584,,1,,,,"Portugese American Social and Civil Club, could be the same as M5",,"Roginek, Eric",
JS-20120426-1037-M7,,M032,Carpodacus mexicanus,1037,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,San Diego County,,,San Diego,935 Armada Terrace,32.71994,-117.234178,,4,,,,near Cabrillo Elementary School,,"Roginek, Eric",
JS-20120426-1039-M1,,M033,Carpodacus mexicanus,1039,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,"Student Life Pavilion, near parking lot",32.715738,-117.161084,,2,,,,"Student Life Pavilion, near parking lot",Can't located specific address on Google,"Roginek, Eric",
JS-20120426-1040-M2,,M034,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,Pardee Legal Research Center,32.771479,-117.187492,,3,,,,,,"Roginek, Eric",
JS-20120426-1040-M3,,M035,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,Alumni Center,32.771525,-117.186649,,7,,,,Alumni Center,Can't located specific address on Google,"Roginek, Eric",
JS-20120426-1040-M4,,M036,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,Hughs Administration Center,32.771194,-117.190435,,5,,,,in the parking lot,Visual Confirmation at S4; audacity file couldn't be saved?,"Roginek, Eric",
JS-20120426-1041-M4,JS-20120426-1040-M4,M036,Carpodacus mexicanus,1041,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,Hughs Administration Center,32.771194,-117.190435,,4,,,,in the parking lot,,"Roginek, Eric",
JS-20120426-1041-M5,,M037,Carpodacus mexicanus,1041,,,,"Song, Jackie",,,,,26,April,2012,,,United States of America,California,Univerisity of San Diego,,,San Diego,Hughs Administration Center,32.771194,-117.190435,,14,,,,"Faint recordings, couldn't really get a visual, but definitely different than previous bird",very weak singer,"Roginek, Eric",
JS-20120427-1002-M1,,M038,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2342 Newport Ave,33.017416,-117.279957,,48,,,,,,"Roginek, Eric",
JS-20120427-1003-M1,JS-20120427-1002-M1,M038,Carpodacus mexicanus,1003,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2342 Newport Ave,33.017416,-117.279957,,20,,,,,,"Roginek, Eric",
JS-20120427-1003-M2,,M039,Carpodacus mexicanus,1003,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2366 Newport,33.016997,-117.279664,,7,,,,,,"Roginek, Eric",
JS-20120427-1004-M2,JS-20120427-1003-M2,M039,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2366 Newport,33.016997,-117.279664,,23,,,,,,"Roginek, Eric",
JS-20120427-1005-M3,,M040,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",159 Kilkenny Dr,33.015225,-117.277612,,19,,,,"near Newport Ave, 3 blocks away from M1 & M2",,"Roginek, Eric",
JS-20120427-1006-M4,,M041,Carpodacus mexicanus,1006,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2405 Newport Ave,33.016663,-117.278781,,31,,,,near Dublin Dr,,"Roginek, Eric",
JS-20120427-1007-M5,,M042,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",252 Dublin Dr,33.017653,-117.27738,,10,,,,and Manchester Ave,,"Roginek, Eric",
JS-20120427-1007-M6,,M043,Carpodacus mexicanus,1007,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2306 Manchester Ave,33.018544,-117.278628,,11,,,,,,"Roginek, Eric",
JS-20120427-1008-M6,JS-20120427-1007-M6,M043,Carpodacus mexicanus,1008,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",2306 Manchester Ave,33.018544,-117.278628,,2,,,,,,"Roginek, Eric",
JS-20120427-1008-M7,,M044,Carpodacus mexicanus,1008,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",Montgomery & Liverpool Dr,33.022337,-117.279979,,3,,,,,,"Roginek, Eric",
JS-20120427-1009-M9,,M045,Carpodacus mexicanus,1009,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,"Cardiff, Encinitas",San Elijo Ave & Chesterfield Dr,33.019442,-117.2816,,13,,,,,,"Roginek, Eric",
JS-20120427-1011-M1,,M046,Carpodacus mexicanus,1011,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1409 La Salina St,33.180596,-117.364472,,4,,,,near La Salina Pl,,"Roginek, Eric",
JS-20120427-1011-M2,,M047,Carpodacus mexicanus,1011,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1409 La Salina St,33.180596,-117.364472,,5,,,,Bad recording,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1011-M3,,M048,Carpodacus mexicanus,1011,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1409 La Salina St,33.180596,-117.364472,,3,,,,Stopped singing when crow perched on same branch,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1012-M4,,M049,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1409 La Salina St,33.180596,-117.364472,,3,,,,,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1012-M4b,,M050,Carpodacus mexicanus,1012,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1401 La Salina  St,33.180596,-117.364472,,3,,,,,"Different bird than previous recording, but Jackie accidently gave it the same name (M4). Named M4b to differentiate","Roginek, Eric",
JS-20120427-1013-M5,,M051,Carpodacus mexicanus,1013,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1401 La Salina  St,33.180596,-117.364472,,2,,,,,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1014-M6,,M052,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1401 La Salina  St,33.180596,-117.364472,,5,,,,Can't remember to call it M6 or M7,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1014-M8,,M053,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1401 La Salina  St,33.180596,-117.364472,,5,,,,,"unsure of address, not recorded in Jackie's notebook","Roginek, Eric",
JS-20120427-1014-M9,,M054,Carpodacus mexicanus,1014,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1411 La Salina St,33.180596,-117.364472,,6,,,,,,"Roginek, Eric",
JS-20120427-1015-M10,,M055,Carpodacus mexicanus,1015,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1409 La Salina St,33.180596,-117.364472,,2,,,,,,"Roginek, Eric",
JS-20120427-1016-M11,,M056,Carpodacus mexicanus,1016,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1403 Lucky St,33.182791,-117.364237,,13,,,,near California St,,"Roginek, Eric",
JS-20120427-1017-M12,,M057,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1531 Lucky St,33.181207,-117.361307,,4,,,,,,"Roginek, Eric",
JS-20120427-1017-M13,,M058,Carpodacus mexicanus,1017,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1541 Lucky St,33.181474,-117.360801,,13,,,,,M13 has a lot of smaller songnotes,"Roginek, Eric",
JS-20120427-1019-M14,,M059,Carpodacus mexicanus,1019,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1499 Stewart St ,33.183308,-117.360084,,16,,,,"between Camilia & California St, Lacked visual confirmation",,"Roginek, Eric",
JS-20120427-1020-M15,,M060,Carpodacus mexicanus,1020,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1467 Machatto St,33.183282,-117.361737,,18,,,,,,"Roginek, Eric",
JS-20120427-1021-M15,JS-20120427-1020-M15,M060,Carpodacus mexicanus,1021,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1467 Machatto St,33.183282,-117.361737,,25,,,,,,"Roginek, Eric",
JS-20120427-1022-M15,JS-20120427-1020-M15,M060,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1467 Machatto St,33.183282,-117.361737,,18,,,,,,"Roginek, Eric",
JS-20120427-1022-M16,,M061,Carpodacus mexicanus,1022,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1442 Machatto St,33.184317,-117.361864,,2,,,,,,"Roginek, Eric",
JS-20120427-1023-M17,,M062,Carpodacus mexicanus,1023,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1124 California St,33.183253,-117.360545,,10,,,,near the corner of Steward St,,"Roginek, Eric",
JS-20120427-1025-M18,,M063,Carpodacus mexicanus,1025,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,1405 La Salina Street,33.180597,-117.364336,,4,,,,near California St,,"Roginek, Eric",
JS-20120427-1026-M19,,M064,Carpodacus mexicanus,1026,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,California St & Marshall St,33.182277,-117.361775,,3,,,,,"unsure of address, not recorded in Jackie's notebook",,
JS-20120427-1026-M20,,M065,Carpodacus mexicanus,1026,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,California St & Marshall St,33.182277,-117.361775,,13,,,,,"unsure of address, not recorded in Jackie's notebook",,
JS-20120427-1027-M20,JS-20120427-1026-M20,M065,Carpodacus mexicanus,1027,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,San Diego County,,,Oceanside,California St & Marshall St,33.182277,-117.361775,,8,,,,"Unsure if it’s the same as M19, but suspects it is","unsure of address, not recorded in Jackie's notebook",,
JS-20120427-1031-M1,,M066,Carpodacus mexicanus,1031,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,,,,,5,,,,,"no address, not recorded in Jackie's notebook",,
JS-20120427-1031-M2,,M067,Carpodacus mexicanus,1031,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,951 S Tulip St,33.108327,-117.086906,,4,,,,near W 9th Ave,closer to W 10th Ave,,
JS-20120427-1032-M2,JS-20120427-1031-M2,M067,Carpodacus mexicanus,1032,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,951 S Tulip St,33.108327,-117.086906,,2,,,,,,,
JS-20120427-1032-M3,,M068,Carpodacus mexicanus,1032,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,951 S Tulip St,33.108327,-117.086906,,13,,,,Might be the same as M2,"assuming same address as M2, not recorded in Jackie's notebook",,
JS-20120427-1034-M4,,M069,Carpodacus mexicanus,1034,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,852 S Tulip St,33.109569,-117.087187,,9,,,,,,,
JS-20120427-1035-M4,JS-20120427-1034-M4,M069,Carpodacus mexicanus,1035,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,852 S Tulip St,33.109569,-117.087187,,8,,,,,,,
JS-20120427-1036-M5,,M070,Carpodacus mexicanus,1036,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,1025 S Spruce St,33.108461,-117.085181,,9,,,,near W 10th Ave,,,
JS-20120427-1037-M5,JS-20120427-1036-M5,M070,Carpodacus mexicanus,1037,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,1025 S Spruce St,33.108461,-117.085181,,1,,,,near W 10th Ave,,,
JS-20120427-1038-M6,,M071,Carpodacus mexicanus,1038,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,843 W 7th Ave,33.110822,-117.087789,,2,,,,,,,
JS-20120427-1038-M7,,M072,Carpodacus mexicanus,1038,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,810 W 7th Ave,33.11141,-117.087868,,10,,,,,,,
JS-20120427-1040-M8,,M073,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Hale Ave & W 9th Ave,33.11222,-117.10722,,3,,,,opposite of Park Dale Apartments,,,
JS-20120427-1040-M9,,M074,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Hale Ave & W 9th Ave,33.11222,-117.10722,,3,,,,"opposite of Park Dale Apartments, might be the same as M8",,,
JS-20120427-1040-M10,,M075,Carpodacus mexicanus,1040,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Hale Ave & W 9th Ave,33.11222,-117.10722,,4,,,,might be the same as M9 and M8,unsure if it's the same address,,
JS-20120427-1041-M10,JS-20120427-1040-M10,M075,Carpodacus mexicanus,1041,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Hale Ave & W 9th Ave,33.11222,-117.10722,,4,,,,,unsure if it's the same address,,
JS-20120427-1043-M11,,M076,Carpodacus mexicanus,1043,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Redwood St & 5th Ave,33.113776,-117.086162,,6,,,,recorded in an alleyway ,,,
JS-20120427-1043-M12,,M077,Carpodacus mexicanus,1043,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Redwood St and S Quince St,33.113776,-117.086162,,7,,,,"recorded in an alleyway between S Redwood St and S Quince St, 5th ave and 6th ave same spot as M11",,,
JS-20120427-1044-M12,JS-20120427-1043-M12,M077,Carpodacus mexicanus,1044,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Redwood St and S Quince St,33.113776,-117.086162,,20,,,,"recorded in an alleyway between S Redwood St and S Quince St, 5th ave and 6th ave same spot as M11",,,
JS-20120427-1045-M12,JS-20120427-1043-M12,M077,Carpodacus mexicanus,1045,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,S Redwood St and S Quince St,33.113776,-117.086162,,17,,,,"recorded in an alleyway between S Redwood St and S Quince St, 5th ave and 6th ave same spot as M11",,,
JS-20120427-1047-M13,,M078,Carpodacus mexicanus,1047,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,616 S Redwood St,33.112955,-117.08611,,2,,,,near 6th ave,,,
JS-20120427-1047-M14,,M079,Carpodacus mexicanus,1047,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,646 S Redwood St,33.112523,-117.085779,,4,,,,"near 6th ave, Might be the same as M13",very bad audio,,
JS-20120427-1047-M15,,M080,Carpodacus mexicanus,1047,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,646 S Redwood St,33.112523,-117.085779,,1,,,,,,,
JS-20120427-1050-M16,,M081,Carpodacus mexicanus,1050,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,646 S Redwood St,33.112523,-117.085779,,2,,,,between 7th ave and 6th ave,,,
JS-20120427-1050-M17,,M082,Carpodacus mexicanus,1050,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,646 S Redwood St,33.112523,-117.085779,,6,,,,between 7th ave and 6th ave,,,
JS-20120427-1050-M18,,M083,Carpodacus mexicanus,1050,,,,"Song, Jackie",,,,,27,April,2012,,,United States of America,California,North County,,,Escondido,646 S Redwood St,33.112523,-117.085779,,2,,,,between 7th ave and 6th ave,,,
JS-20120428-1002-M1,,M084,Carpodacus mexicanus,1002,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,171 W Ave Junipero,33.412049,-117.604098,,26,,,,"near Avenida del Presidente, might've been facing the wall of the house",,,
JS-20120428-1003-M2,,M085,Carpodacus mexicanus,1003,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,158 W Ave Junipero,33.413099,-117.603987,,4,,,,near Avenida del Presidente,,,
JS-20120428-1004-M3,,M086,Carpodacus mexicanus,1004,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2406 Calle Majorca,33.409264,-117.605021,,18,,,,,,,
JS-20120428-1005-M4,,M087,Carpodacus mexicanus,1005,,,,"Song, Jackie",,,,,28,April,2012,,,United States of America,California,Orange County,,,San Clemente,2407 Calle Majorca,33.409217,-117.604358,,8,,,,,,,
